SKU;ABC Class;XYZ Class;Average Unit Cost;Stock Cost;Order Cost;Total Cost;Total Ordered Units;Total Demand;Total Stockout;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Average Daily Demand;Stock Coverage (days);Stockout Days;Total Days
UAGX12RJV;B;X;4,4;79,5;102747,53;102827,03;22560,0;21148,0;200,0;0,95;98,99;99,05;1769,6;106,81;16,57;2;198
UBOE04JIG;C;Z;2,73;0,0;0,0;0,0;0,0;192,0;192,0;100,0;99,49;0,0;0,0;0,97;0,0;1;198
UCGD30SBP;C;Z;7,1;212,41;0,0;212,41;0,0;50911,0;0,0;0,0;100,0;100,0;3014,95;257,13;11,73;0;198
UDCV18ZFM;C;Z;4,79;14,33;0,0;14,33;0,0;2724,0;1596,0;58,59;92,93;41,41;281,52;13,76;20,46;14;198
UDHX89MHN;B;Y;3,72;67,87;121701,83;121769,71;31416,0;26132,0;368,0;1,41;98,48;98,59;1810,1;131,98;13,71;3;198
UEEZ93SMW;C;Z;6,02;13,09;6222,11;6235,2;1008,0;837,0;156,0;18,64;98,99;81,36;203,82;4,23;48,22;2;198
UEHH69HXF;C;Z;10,27;1150,37;0,0;1150,37;0,0;54324,0;12344,0;22,72;86,36;77,28;10539,31;274,36;38,41;27;198
UESX36GHC;B;X;3,02;29,48;69774,34;69803,82;22008,0;20498,0;452,0;2,21;97,47;97,79;1000,79;103,53;9,67;5;198
UFUD20GDW;C;Y;3,86;61,04;0,0;61,04;0,0;540,0;0,0;0,0;100,0;100,0;1459,7;2,73;535,22;0;198
UGQR96OVL;A;X;1,49;45,93;138445,04;138490,97;84672,0;69552,0;28,0;0,04;99,49;99,96;3201,76;351,27;9,11;1;198
UHAT15XQT;B;Y;2,83;79,23;112635,96;112715,18;37800,0;36150,0;0,0;0,0;100,0;100,0;2763,13;182,58;15,13;0;198
UIOZ53QBD;B;X;4,63;67,31;71591,79;71659,11;14976,0;14660,0;240,0;1,64;97,98;98,36;1412,77;74,04;19,08;4;198
UIRI45KAG;C;;4,81;39,27;81618,76;81658,03;16464,0;7904,0;0,0;0,0;100,0;100,0;792,89;39,92;19,86;0;198
UKKS91HVP;C;Z;3,3;13,81;3976,09;3989,9;1152,0;888,0;408,0;45,95;95,45;54,05;387,88;4,48;86,49;9;198
UKNV37ULA;C;Z;2,79;6,61;5297,92;5304,54;1804,0;9750,0;7298,0;74,85;82,83;25,15;231,11;49,24;4,69;34;198
ULMN48IAA;C;Y;7,51;120,73;97083,72;97204,45;12672,0;9252,0;0,0;0,0;100,0;100,0;1528,24;46,73;32,71;0;198
ULUG71AAX;B;Z;1,37;22,3;46817,27;46839,57;30752,0;30472,5;1800,0;5,91;98,99;94,09;1642,8;153,9;10,67;2;198
UMGM77DWG;B;X;0,69;11,12;15845,5;15856,62;18920,0;26360,0;9120,0;34,6;90,4;65,4;1578,18;133,13;11,85;19;198
UMKY94OBL;C;Y;4,22;12,72;2516,15;2528,86;576,0;536,0;0,0;0,0;100,0;100,0;280,61;2,71;103,66;0;198
UMMI66YVH;C;Y;4,19;1,69;1666,1;1667,8;384,0;240,0;0,0;0,0;100,0;100,0;38,48;1,21;31,75;0;198
UOGR54AJJ;B;Z;0,51;28,54;110040,88;110069,42;167400,0;127235,5;6270,0;4,93;95,45;95,07;5795,83;642,6;9,02;9;198
UOIW32FZD;B;Y;4,37;67,16;55054,03;55121,19;12174,0;9510,0;0,0;0,0;100,0;100,0;1463,91;48,03;30,48;0;198
UORD98SGJ;C;X;3,89;7,43;1938,82;1946,25;480,0;576,0;0,0;0,0;100,0;100,0;179,03;2,91;61,54;0;198
UPAY35SQS;B;X;2,12;68,68;83701,8;83770,48;36792,0;30639,0;42,0;0,14;99,49;99,86;3133,35;154,74;20,25;1;198
UPPY33BBQ;C;Z;4,25;37,66;5079,95;5117,61;1155,0;3475,0;0,0;0,0;100,0;100,0;834,55;17,55;47,55;0;198
UPPY88MFL;A;X;2,06;94,52;180110,0;180204,52;81340,0;65300,0;0,0;0,0;100,0;100,0;4550,1;329,8;13,8;0;198
UPWF73OTK;C;Z;3,95;13,53;9736,28;9749,81;2376,0;4248,0;2168,0;51,04;95,96;48,96;326,42;21,45;15,21;8;198
UPXJ58SPR;A;X;1,15;2048,99;1709687,15;1711736,14;1317120,0;978600,0;0,0;0,0;100,0;100,0;169446,46;4942,42;34,28;0;198
URKT52PJR;C;Y;3,39;13,8;8379,33;8393,13;2364,0;1908,0;516,0;27,04;97,47;72,96;381,7;9,64;39,61;5;198
USHX06KKA;C;Y;3,72;24,66;32006,0;32030,66;8262,0;8261,0;0,0;0,0;100,0;100,0;652,06;41,72;15,63;0;198
UTNA37DNE;B;Y;1,22;90,8;42653,68;42744,49;31200,0;26275,0;0,0;0,0;100,0;100,0;7009,34;132,7;52,82;0;198
UUMC36RRN;B;Y;2,71;158,8;251598,86;251757,66;87840,0;87256,0;474,0;0,54;99,49;99,46;5830,91;440,69;13,23;1;198
UVAB60CVK;C;Y;3,68;41,82;68895,92;68937,74;18000,0;14970,0;1120,0;7,48;97,47;92,52;1118,13;75,61;14,79;5;198
UVKF24HZF;B;Y;0,82;10,83;13821,89;13832,72;14256,0;17192,0;0,0;0,0;100,0;100,0;1304,73;86,83;15,03;0;198
UVKQ34ZZT;B;Y;2,17;160,55;172262,7;172423,25;74358,0;85964,0;0,0;0,0;100,0;100,0;7264,06;434,16;16,73;0;198
UVRZ81ZHK;B;X;1,73;101,91;135435,3;135537,21;72072,0;78211,0;0,0;0,0;100,0;100,0;5827,0;395,01;14,75;0;198
UWKY91JYO;B;Y;1,21;67,72;51626,58;51694,3;38016,0;36396,0;288,0;0,79;99,49;99,21;5349,09;183,82;29,1;1;198
UWOH01FWF;C;X;3,11;39,18;58155,13;58194,3;17820,0;14010,0;1185,0;8,46;97,47;91,54;1224,55;70,76;17,31;5;198
UWPN18IQT;C;Y;4,85;50,94;7200,0;7250,94;1440,0;948,0;0,0;0,0;100,0;100,0;972,93;4,79;203,21;0;198
UWQT79KXK;C;Y;2,85;5,01;576,0;581,01;192,0;184,0;0,0;0,0;100,0;100,0;162,91;0,93;175,3;0;198
UXKW21WFB;B;X;2,18;101,67;181037,9;181139,57;77616,0;60750,0;0,0;0,0;100,0;100,0;4600,48;306,82;14,99;0;198
UXOF86SSA;C;Y;1,64;88,45;21428,57;21517,02;12000,0;11177,0;0,0;0,0;100,0;100,0;5040,61;56,45;89,29;0;198
UXUL44RFJ;C;Z;5,63;0,0;0,0;0,0;0,0;20,0;20,0;100,0;99,49;0,0;0,0;0,1;0,0;1;198
UYPN69XBE;C;Z;2,14;40,78;36864,0;36904,78;16128,0;23848,0;9424,0;39,52;91,92;60,48;1832,81;120,44;15,22;16;198
UZDG75WXS;C;Z;12,21;89,06;0,0;89,06;0,0;11894,5;7182,644399999999;60,39;98,99;39,61;695,81;60,07;11,58;2;198
UZGN61JKJ;B;Z;1,64;58,41;75653,85;75712,26;42336,0;40725,0;1467,0;3,6;98,48;96,4;3486,95;205,68;16,95;3;198
UZPU09HXC;C;Z;4,96;30,95;14705,87;14736,82;2880,0;4200,0;240,0;5,71;98,99;94,29;595,56;21,21;28,08;2;198
UZZD93BCK;B;Z;3,47;7,25;22559,33;22566,58;6240,0;40040,0;34080,0;85,11;63,64;14,89;222,83;202,22;1,1;72;198
VAEF20KVP;C;Y;2,4;41,16;80736,36;80777,52;31680,0;24775,0;100,0;0,4;99,49;99,6;1706,21;125,13;13,64;1;198
VAJM98BAR;B;Y;2,12;46,06;90931,75;90977,81;39970,0;64330,0;28518,0;44,33;82,32;55,67;2178,91;324,9;6,71;35;198
VAOC41LXO;C;X;1,13;15,49;7409,92;7425,41;5780,0;7147,5;929,0;13,0;92,42;87,0;1292,84;36,1;35,81;15;198
VBQC01EWD;C;Z;6,73;22,68;26421,11;26443,78;3840,0;4434,0;804,0;18,13;94,95;81,87;328,88;22,39;14,69;10;198
VCAO88HDJ;C;Y;2,09;7,94;2760,8;2768,74;1232,0;2149,0;0,0;0,0;100,0;100,0;361,03;10,85;33,26;0;198
VCIQ79ZEM;C;Z;5,79;58,0;0,0;58,0;0,0;1071,0;0,0;0,0;100,0;100,0;928,67;5,41;171,69;0;198
VCKQ12PEJ;A;X;1,09;755,32;2566220,87;2566976,19;2067120,0;1695430,0;0,0;0,0;100,0;100,0;72348,89;8562,78;8,45;0;198
VCNO42TYI;C;Z;1,41;2,74;1498,89;1501,64;960,0;1650,0;250,0;15,15;95,96;84,85;186,26;8,33;22,35;8;198
VCPQ11DNR;A;X;0,08;210,03;2318987,92;2319197,94;9913760,0;6509240,0;22160,0;0,34;99,49;99,66;263450,91;32874,95;8,01;1;198
VCTZ45TLC;C;Z;2,73;77,8;91537,1;91614,9;31752,0;24520,0;912,0;3,72;97,47;96,28;2743,07;123,84;22,15;5;198
VDGZ74BQO;C;Y;0,88;10,36;12480,93;12491,29;12100,0;10000,0;275,0;2,75;98,48;97,25;1132,32;50,51;22,42;3;198
VDPF77AET;C;Z;16,19;37,83;13072,11;13109,94;800,0;1245,0;20,0;1,61;99,49;98,39;221,57;6,29;35,24;1;198
VDPQ65JML;B;Z;1,11;185,01;48939,53;49124,54;38880,0;33975,0;0,0;0,0;100,0;100,0;15551,59;171,59;90,63;0;198
VEBO39JTE;C;;9,21;7,48;5661,25;5668,73;604,8;273,0;0,0;0,0;100,0;100,0;76,25;1,38;55,3;0;198
VEQW28XFQ;A;X;1,09;55,17;115650,32;115705,49;93150,0;100925,0;50,0;0,05;98,99;99,95;5168,28;509,72;10,14;2;198
VEZU16UAO;A;X;2,98;251,97;426656,31;426908,28;136416,0;108454,0;10656,0;9,83;96,46;90,17;8293,52;547,75;15,14;7;198
VFIH43FUI;C;Z;4,25;25,81;24383,77;24409,58;5544,0;5400,0;0,0;0,0;100,0;100,0;587,33;27,27;21,54;0;198
VFVS31SRI;C;Y;6,99;42,72;36993,1;37035,82;5184,0;4098,0;12,0;0,29;99,49;99,71;584,3;20,7;28,23;1;198
VFXE99TCX;C;Z;3,76;51,71;77360,86;77412,57;19784,0;16280,0;208,0;1,28;98,99;98,72;1348,57;82,22;16,4;2;198
VGUO76EGN;C;X;3,67;11,82;4812,09;4823,9;1260,0;924,0;0,0;0,0;100,0;100,0;301,49;4,67;64,61;0;198
VGZQ62MFR;B;X;2,08;37,14;55984,77;56021,91;25146,0;19278,0;0,0;0,0;100,0;100,0;1745,91;97,36;17,93;0;198
VHNG92NPQ;C;Y;3,19;9,45;10012,5;10021,95;3000,0;3471,0;702,0;20,22;90,4;79,78;287,36;17,53;16,39;19;198
VHRD63MRQ;A;Z;0,6;49,94;223252,07;223302,01;298272,0;439848,0;167496,0;38,08;84,85;61,92;9066,42;2221,45;4,08;30;198
VJEA22OTE;A;Y;1,83;69,45;128361,18;128430,62;64800,0;54757,5;0,0;0,0;100,0;100,0;3772,73;276,55;13,64;0;198
VJFY24YVG;C;Z;8,95;43,5;13100,78;13144,27;1440,0;1207,5;15,0;1,24;99,49;98,76;454,09;6,1;74,46;1;198
VJXA46YJV;B;Z;2,44;19,27;58053,11;58072,38;22440,0;72300,0;44016,0;60,88;62,63;39,12;871,64;365,15;2,39;74;198
VJYA77ZKL;B;X;2,96;39,63;43726,22;43765,85;14080,0;12640,0;260,0;2,06;97,98;97,94;1298,28;63,84;20,34;4;198
VKKA83MYR;B;X;2,06;45,46;84483,34;84528,79;38192,0;29328,0;1120,0;3,82;98,48;96,18;2174,31;148,12;14,68;3;198
VKMT02NLP;C;Z;6,97;172,02;144772,58;144944,6;20328,0;1944,0;0,0;0,0;100,0;100,0;2284,02;9,82;232,63;0;198
VKPR75SMT;C;Y;2,85;16,42;18900,0;18916,42;6300,0;5830,0;360,0;6,17;96,97;93,83;558,59;29,44;18,97;6;198
VLIZ23PWT;C;X;3,26;19,99;22541,88;22561,88;6615,0;5700,0;645,0;11,32;95,96;88,68;591,21;28,79;20,54;8;198
VMCG87MRL;B;X;1,77;64,41;121121,6;121186,01;63072,0;53129,0;0,0;0,0;100,0;100,0;3621,52;268,33;13,5;0;198
VMHG33HXP;C;X;4,25;7,49;16994,75;17002,24;3864,0;2336,0;0,0;0,0;100,0;100,0;174,4;11,8;14,78;0;198
VMLY44FVA;C;Z;3,54;16,8;14608,47;14625,27;3960,0;2106,0;0,0;0,0;100,0;100,0;448,18;10,64;42,14;0;198
VMQQ77ZOV;C;Y;2,17;23,86;21128,0;21151,86;9120,0;9012,0;48,0;0,53;99,49;99,47;1060,36;45,52;23,3;1;198
VMUV43GDW;A;X;1,58;164,89;276350,71;276515,6;159804,0;126810,0;0,0;0,0;100,0;100,0;10263,94;640,45;16,03;0;198
VMXT58OKC;B;X;1,1;69,21;64861,71;64930,93;51840,0;45603,0;0,0;0,0;100,0;100,0;6023,45;230,32;26,15;0;198
VNCX04AYB;C;Z;1,29;22,71;83229,93;83252,64;57600,0;37312,0;5728,0;15,35;94,95;84,65;1776,08;188,44;9,42;10;198
VNDD37YKZ;B;Z;0,66;71,05;95630,22;95701,27;117456,0;120624,0;25488,0;21,13;94,95;78,87;10340,61;609,21;16,97;10;198
VNER88KYI;A;Y;0,35;34,45;354345,17;354379,61;702216,0;1115064,0;403560,0;36,19;71,72;63,81;12547,27;5631,64;2,23;56;198
VNGP99CKM;B;;1,56;99,23;274454,36;274553,59;160380,0;74280,0;7920,0;10,66;97,98;89,34;6193,33;375,15;16,51;4;198
VNMF29GQJ;B;Z;3,7;56,43;235208,71;235265,14;61152,0;80751,0;45010,0;55,74;78,79;44,26;1587,73;407,83;3,89;42;198
VNVO27LXT;C;Z;3,75;40,36;17979,86;18020,23;4608,0;4852,0;0,0;0,0;100,0;100,0;1016,12;24,51;41,47;0;198
VPOL68LNP;B;X;2,71;118,5;152626,33;152744,83;53286,0;45666,0;8988,0;19,68;92,42;80,32;4209,3;230,64;18,25;15;198
VPWU82SWJ;A;Y;5,14;255,72;309765,18;310020,9;58560,0;67752,0;3520,0;5,2;96,97;94,8;4910,3;342,18;14,35;6;198
VQJA05QTF;C;Y;4,78;34,21;26022,86;26057,07;5280,0;4329,0;0,0;0,0;100,0;100,0;681,82;21,86;31,19;0;198
VRLE03HDN;C;X;2,91;18,64;28811,14;28829,78;9408,0;7002,0;12,0;0,17;99,49;99,83;625,27;35,36;17,68;1;198
VRPX18MSY;C;Y;2,98;39,6;51230,28;51269,88;16380,0;16113,0;0,0;0,0;100,0;100,0;1307,22;81,38;16,06;0;198
VRSL12WKX;C;;2,9;117,26;94300,6;94417,87;30888,0;4092,0;0,0;0,0;100,0;100,0;3743,82;20,67;181,15;0;198
VSGT86SPB;C;Y;5,11;24,15;39414,11;39438,26;7488,0;6528,0;276,0;4,23;98,48;95,77;466,91;32,97;14,16;3;198
VSYL05XGX;C;Z;2,28;0,11;0,0;0,11;0,0;72,0;48,0;66,67;98,99;33,33;4,48;0,36;12,33;2;198
VTMM90FNA;C;Y;5,04;0,22;0,0;0,22;0,0;90,0;0,0;0,0;100,0;100,0;4,42;0,45;9,73;0;198
VVPF83DQE;C;X;3,73;18,81;12306,71;12325,52;3168,0;2970,0;24,0;0,81;99,49;99,19;479,12;15,0;31,94;1;198
VVTH52ENP;C;X;1,29;1,83;2912,15;2913,99;2016,0;1974,0;84,0;4,26;97,98;95,74;140,0;9,97;14,04;4;198
VWBX47QRS;B;Y;2,17;33,28;73695,93;73729,21;31712,0;37908,0;6832,0;18,02;91,92;81,98;1567,92;191,45;8,19;16;198
VWJV06RQG;C;Y;12,87;19,17;46573,95;46593,11;3576,77;12444,0;10055,7734;80,81;56,06;19,19;149,31;62,85;2,38;87;198
VWLU97PHY;C;Z;5,07;69,51;51630,65;51700,16;9900,0;4036,0;0,0;0,0;100,0;100,0;1285,27;20,38;63,05;0;198
VXHH54HHZ;C;Y;4,13;21,75;23374,45;23396,2;5460,0;5880,0;504,0;8,57;96,97;91,43;512,41;29,7;17,25;6;198
VXTN05LQL;C;X;8,33;18,1;23971,23;23989,33;2828,0;3950,0;1103,5064;27,94;87,37;72,06;214,79;19,95;10,77;25;198
VXVN17OEW;C;Z;7,4;92,35;0,0;92,35;0,0;3384,0;0,0;0,0;100,0;100,0;1167,31;17,09;68,3;0;198
VXYV20MFP;C;X;8,63;62,25;138589,0;138651,25;15792,0;13454,0;28,0;0,21;99,49;99,79;732,95;67,95;10,79;1;198
VZNV00BYR;C;Z;5,99;332,55;85512,0;85844,55;13920,0;17720,0;1075,0;6,07;97,47;93,93;5198,64;89,49;58,09;5;198
VZXK37PGT;B;Y;2,21;6,3;17480,71;17487,02;7392,0;7609,0;504,0;6,62;97,47;93,38;298,24;38,43;7,76;5;198
WAMC06ZZR;C;Y;3,55;25,13;24851,56;24876,68;6720,0;8925,0;3070,0;34,4;90,91;65,6;682,27;45,08;15,14;18;198
WAON76OCZ;C;Z;1,86;10,99;11567,28;11578,28;5760,0;4360,0;0,0;0,0;100,0;100,0;567,27;22,02;25,76;0;198
WCCG39SGJ;C;Y;3,69;19,2;8286,99;8306,18;2160,0;5325,0;780,0;14,65;95,96;85,35;502,95;26,89;18,7;8;198
WCNM16COQ;B;X;1,43;20,83;35631,52;35652,35;22528,0;17953,0;784,0;4,37;98,99;95,63;1428,04;90,67;15,75;2;198
WDXV16SSK;C;Z;4,92;16,19;486,96;503,16;96,0;616,0;0,0;0,0;100,0;100,0;306,32;3,11;98,46;0;198
WEGX88XCD;A;X;0,92;267,77;745071,43;745339,2;695400,0;498162,0;0,0;0,0;100,0;100,0;29301,52;2515,97;11,65;0;198
WEMQ64JZW;A;Z;0,63;377,35;310976,09;311353,45;400350,0;344475,0;23800,0;6,91;96,97;93,09;57113,38;1739,77;32,83;6;198
WEOV34WYY;C;Z;1,95;19,98;18298,29;18318,27;8712,0;9176,0;1336,0;14,56;98,99;85,44;983,92;46,34;21,23;2;198
WEQO35JQF;B;Y;2,15;46,34;46067,6;46113,94;20020,0;16719,0;0,0;0,0;100,0;100,0;2070,05;84,44;24,52;0;198
WERK56LLN;C;Z;2,89;1,75;3065,63;3067,39;1008,0;4650,0;3762,0;80,9;65,66;19,1;60,36;23,48;2,57;68;198
WFBB66HWF;C;Z;10,88;57,55;37052,57;37110,12;3360,0;5052,0;1188,0;23,52;97,98;76,48;507,15;25,52;19,88;4;198
WFEJ46DYX;B;Z;1,06;37,32;13711,42;13748,74;11296,0;10240,0;64,0;0,62;99,49;99,38;3285,17;51,72;63,52;1;198
WFTG45HGB;C;X;6,05;56,83;73617,56;73674,39;11868,0;16926,0;3540,0;20,91;90,4;79,09;932,97;85,48;10,91;19;198
WGBN92WST;B;Y;4,16;64,6;123869,13;123933,73;28746,0;24681,0;420,0;1,7;98,99;98,3;1554,27;124,65;12,47;2;198
WGEI02BFP;C;Z;5,03;103,54;144487,88;144591,42;27900,0;24237,0;0,0;0,0;100,0;100,0;2020,15;122,41;16,5;0;198
WHBL52SNT;C;Y;3,94;29,97;24715,88;24745,85;6048,0;5922,0;342,0;5,78;98,48;94,22;729,91;29,91;24,4;3;198
WHFO98CBT;B;X;5,14;62,81;86328,0;86390,81;16320,0;15930,0;840,0;5,27;97,98;94,73;1202,63;80,45;14,95;4;198
WHKB94GJB;C;X;2,83;23,88;31466,55;31490,43;10560,0;8724,0;0,0;0,0;100,0;100,0;821,77;44,06;18,65;0;198
WIOG15VRO;C;X;9,55;0,0;0,0;0,0;0,0;4389,0;4389,0;100,0;40,4;0,0;0,0;22,17;0,0;118;198
WIZO10EPL;B;X;3,49;129,37;174951,27;175080,64;48070,0;41115,0;0,0;0,0;100,0;100,0;3624,8;207,65;17,46;0;198
WJLI31DHL;C;Y;4,79;38,56;19924,8;19963,36;4032,0;4052,0;56,0;1,38;98,99;98,62;761,86;20,46;37,23;2;198
WJNJ41QMC;B;X;1,16;66,75;49974,63;50041,38;38016,0;36648,0;0,0;0,0;100,0;100,0;5468,0;185,09;29,54;0;198
WJNT51AMA;A;X;1,12;131,53;91737,5;91869,03;72000,0;64260,0;0,0;0,0;100,0;100,0;11108,79;324,55;34,23;0;198
WJPY55QVB;A;X;0,17;197,38;700457,74;700655,12;2220030,0;1663065,0;0,0;0,0;100,0;100,0;118315,91;8399,32;14,09;0;198
WJXJ48VSF;C;;42,25;5,65;1017,52;1023,16;24,0;105,0;0,0;0,0;100,0;100,0;12,85;0,53;24,23;0;198
WLCA21RPR;A;Y;2,6;251,66;247902,99;248154,64;90000,0;105700,0;564,0;0,53;99,49;99,47;9437,09;533,84;17,68;1;198
WLFM36VBX;C;Y;3,59;18,44;1077,1;1095,54;288,0;792,0;0,0;0,0;100,0;100,0;477,52;4,0;119,38;0;198
WLFP10LFG;C;Y;4,64;45,8;25728,0;25773,8;5376,0;4842,0;0,0;0,0;100,0;100,0;935,03;24,45;38,24;0;198
WLNB78SAN;C;Y;3,54;21,6;16157,85;16179,45;4380,0;5004,0;1014,0;20,26;91,92;79,74;582,73;25,27;23,06;16;198
WLNC71CBJ;C;X;4,57;18,91;5437,93;5456,84;1152,0;880,0;0,0;0,0;100,0;100,0;385,86;4,44;86,82;0;198
WMCE11ZVX;C;;4,06;57,9;0,0;57,9;0,0;1210,0;80,0;6,61;98,48;93,39;1320,3;6,11;216,05;3;198
WMDB07SPB;A;X;2,12;67,41;203261,19;203328,6;89520,0;83215,0;23025,0;27,67;87,88;72,33;3234,04;420,28;7,7;24;198
WMDL15NGL;B;X;7,1;136,57;136400,69;136537,26;18816,0;15804,0;0,0;0,0;100,0;100,0;1852,97;79,82;23,21;0;198
WMDT13YIA;C;X;1,73;16,35;32570,18;32586,53;17280,0;14640,0;512,0;3,5;97,98;96,5;939,96;73,94;12,71;4;198
WMEE15YJZ;C;Z;34,01;459,71;0,0;459,71;0,0;12637,0;265,0;2,1;97,47;97,9;1308,44;63,82;20,5;5;198
WMEE22MAN;A;X;0,74;375,27;786212,0;786587,27;888080,0;764510,0;0,0;0,0;100,0;100,0;50902,73;3861,16;13,18;0;198
WMNM97UWP;B;X;5,88;45,24;103220,3;103265,54;17132,0;15026,0;48,0;0,32;99,49;99,68;785,47;75,89;10,35;1;198
WMOR31GBK;C;Y;5,03;3,02;14790,59;14793,61;2856,0;7880,0;4328,0;54,92;79,29;45,08;73,34;39,8;1,84;41;198
WNKP07NXO;B;Y;1,72;46,88;72598,34;72645,23;38880,0;28328,0;144,0;0,51;99,49;99,49;2658,67;143,07;18,58;1;198
WOIJ95CMV;C;Y;5,13;56,82;22810,19;22867,01;4320,0;3668,0;0,0;0,0;100,0;100,0;1039,35;18,53;56,1;0;198
WOQM08AWC;B;Y;1,56;36,8;37872,69;37909,48;22176,0;31140,0;3972,0;12,76;94,44;87,24;2314,36;157,27;14,72;11;198
WPCW36EXB;C;Z;0,48;6,92;15288,75;15295,67;24300,0;24480,0;0,0;0,0;100,0;100,0;1454,24;123,64;11,76;0;198
WPXA43ZIE;C;Z;7,46;52,4;90836,79;90889,2;11944,0;16380,0;6016,0;36,73;92,93;63,27;700,2;82,73;8,46;14;198
WQCP09HZJ;B;Y;1,47;51,14;34105,56;34156,7;21000,0;22313,0;12,0;0,05;99,49;99,95;3310,42;112,69;29,38;1;198
WQGA99YTL;C;X;3,38;89,1;55458,01;55547,11;15732,77;15088,1;0,0;0,0;100,0;100,0;2509,42;76,2;32,93;0;198
WRAV09HIQ;B;X;3,7;243,16;83219,18;83462,33;21600,0;22687,5;0,0;0,0;100,0;100,0;6167,42;114,58;53,82;0;198
WRBH45NSO;C;Z;2,79;23,88;2116,95;2140,83;720,0;3260,0;0,0;0,0;100,0;100,0;805,4;16,46;48,92;0;198
WRCW69WHA;B;Y;2,69;80,39;157335,57;157415,97;55440,0;52422,0;0,0;0,0;100,0;100,0;3021,42;264,76;11,41;0;198
WRDC21OHZ;B;X;0,66;11,48;32827,7;32839,18;40320,0;37104,0;2568,0;6,92;96,46;93,08;1767,03;187,39;9,43;7;198
WRQB62IPW;C;;4,72;8,6;4203,6;4212,2;864,0;440,0;0,0;0,0;100,0;100,0;170,26;2,22;76,62;0;198
WRQN30ZRV;C;Z;17,75;64,72;48105,46;48170,18;2688,0;1592,0;64,0;4,02;99,49;95,98;343,88;8,04;42,77;1;198
WRUC27KHA;A;X;7,47;724,06;1060938,1;1061662,17;139230,0;115140,0;2130,0002;1,85;98,99;98,15;9504,88;581,52;16,35;2;198
WSKC91CGX;C;X;2,2;9,23;11836,59;11845,82;5040,0;4200,0;0,0;0,0;100,0;100,0;408,13;21,21;19,24;0;198
WTAU02JRI;C;;1,21;6,51;7996,04;8002,55;5888,0;208,0;0,0;0,0;100,0;100,0;498,02;1,05;474,08;0;198
WWAS66LVO;B;X;2,08;55,65;137145,56;137201,21;61600,0;52283,0;2260,0;4,32;97,98;95,68;2723,03;264,06;10,31;4;198
WXYE15FCZ;C;Z;8,88;8,91;4894,58;4903,5;542,0;608,0;52,0;8,55;98,99;91,45;95,33;3,07;31,05;2;198
WYHZ97OTR;B;X;1,8;93,55;145497,29;145590,84;74448,0;82626,0;2355,0;2,85;98,99;97,15;5184,42;417,3;12,42;2;198
WYKF62EEV;C;Z;4,79;34,62;37328,79;37363,41;7560,0;5643,0;36,0;0,64;98,99;99,36;694,73;28,5;24,38;2;198
WYOF97JMD;B;X;1,88;26,36;74822,83;74849,19;36864,0;34388,0;2272,0;6,61;98,48;93,39;1454,63;173,68;8,38;3;198
WYRN17UKQ;C;Y;2,84;5,9;2152,38;2158,28;720,0;870,0;12,0;1,38;99,49;98,62;196,0;4,39;44,61;1;198
WZDS12MBO;B;X;5,26;158,44;241307,73;241466,17;44640,0;39645,0;310,0;0,78;98,99;99,22;2977,32;200,23;14,87;2;198
WZDU50ODQ;C;Z;2,85;26,04;23353,05;23379,09;7776,0;3544,0;0,0;0,0;100,0;100,0;858,99;17,9;47,99;0;198
WZHS83HIV;C;Z;2,21;3,73;16290,87;16294,6;6912,0;11400,0;4960,0;43,51;94,95;56,49;188,32;57,58;3,27;10;198
WZMX43SQL;B;Z;4,59;89,81;208866,72;208956,54;44100,0;42009,0;84,0;0,2;99,49;99,8;2016,76;212,17;9,51;1;198
WZVM17KLN;C;;7,58;5,78;0,0;5,78;0,0;616,0;0,0;0,0;100,0;100,0;73,39;3,11;23,59;0;198
XAGA79NPV;B;X;2,04;12,65;28010,38;28023,04;12768,0;17128,0;4336,0;25,32;86,87;74,68;635,23;86,51;7,34;26;198
XAGC02NKC;B;Y;4,99;23,1;16662,86;16685,95;3240,0;4144,5;571,5;13,79;95,96;86,21;444,41;20,93;21,23;8;198
XAKX37DSH;B;Y;0,69;12,46;18179,2;18191,66;21528,0;22014,0;0,0;0,0;100,0;100,0;1765,24;111,18;15,88;0;198
XBGW91MKG;C;Z;3,07;14,41;15015,35;15029,77;4670,09;2057,0;0,0;0,0;100,0;100,0;443,73;10,39;42,71;0;198
XBOZ61NGL;C;Y;1,47;4,41;2325,65;2330,06;1440,0;1206,0;0,0;0,0;100,0;100,0;283,65;6,09;46,57;0;198
XBVM33BFK;B;X;2,96;140,49;207798,93;207939,42;66912,0;54412,0;0,0;0,0;100,0;100,0;4656,06;274,81;16,94;0;198
XCMA86QNI;B;X;7,0;79,71;175029,48;175109,2;24480,0;23895,0;3600,0;15,07;95,96;84,93;1152,12;120,68;9,55;8;198
XCPE58EOM;C;Z;3,73;1,71;5584,72;5586,43;1440,0;358,0;8,0;2,23;99,49;97,77;44,13;1,81;24,41;1;198
XCXQ73RSP;C;X;1,24;23,29;19740,77;19764,06;14175,0;12898,0;0,0;0,0;100,0;100,0;1792,73;65,14;27,52;0;198
XCZH16DYT;C;Z;1,55;17,11;0,0;17,11;0,0;3150,0;405,0;12,86;98,99;87,14;1031,14;15,91;64,81;2;198
